km_driven,mileage,engine,max_power,seats,no. of years,fuel_Diesel,fuel_LPG,fuel_Petrol,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Manual,owner_Fourth & Above Owner,owner_Second Owner,owner_Test Drive Car,owner_Third Owner
200000,11.18,2696.0,184.0,7,8,1,0,0,1,0,0,0,0,0,0
100000,19.09,1396.0,69.0,5,8,1,0,0,1,0,1,0,0,0,0
167000,22.3,1248.0,88.8,5,8,1,0,0,1,0,1,0,0,0,0
56494,18.2,1199.0,88.7,5,5,0,0,1,0,1,1,0,0,0,0
5000,21.21,1197.0,81.8,5,1,0,0,1,1,0,1,0,0,0,0
10000,17.3,1497.0,121.0,7,2,1,0,0,1,0,1,0,0,0,0
43000,22.54,1396.0,88.73,5,4,1,0,0,0,0,1,0,0,0,0
140000,20.51,998.0,67.04,5,5,0,0,1,1,0,1,0,0,0,0
90000,24.4,1120.0,71.01,5,6,1,0,0,1,0,1,0,0,0,0
31800,17.01,1968.0,188.0,5,3,1,0,0,0,0,0,0,0,0,0
90000,24.0,1120.0,70.0,5,5,1,0,0,1,0,1,0,1,0,0
40000,22.54,1396.0,88.73,5,4,1,0,0,1,0,1,0,1,0,0
100000,19.81,1086.0,68.05,5,13,0,0,1,1,0,1,0,1,0,0
25000,28.09,1248.0,88.5,5,3,1,0,0,1,0,1,0,0,0,0
25000,18.9,1197.0,82.0,5,5,0,0,1,1,0,1,0,0,0,0
60000,18.5,1197.0,80.0,5,11,0,0,1,1,0,1,0,0,0,0
47000,15.3,1596.0,101.0,5,11,0,0,1,1,0,1,0,0,0,0
169000,20.0,1399.0,68.1,5,8,1,0,0,1,0,1,0,0,0,0
70000,20.36,1197.0,78.9,5,8,0,0,1,1,0,1,0,0,0,0
5000,15.37,1196.0,73.0,7,2,0,0,1,1,0,1,0,0,0,0
70000,19.7,796.0,46.3,5,12,0,0,1,1,0,1,1,0,0,0
39000,16.0,2179.0,140.0,7,6,1,0,0,0,0,1,0,0,0,0
181000,11.5,2982.0,171.0,7,10,1,0,0,1,0,1,0,1,0,0
110000,14.4,1599.0,94.0,5,17,0,0,1,1,0,1,0,1,0,0
160000,17.5,1197.0,85.8,5,12,0,0,1,1,0,1,0,0,0,1
22000,15.73,1968.0,174.33,5,4,1,0,0,0,0,0,0,0,0,0
334000,12.8,2494.0,102.0,7,11,1,0,0,1,0,1,0,0,0,0
85000,22.9,1248.0,74.0,5,8,1,0,0,1,0,1,0,0,0,0
5000,21.21,1197.0,81.8,5,2,0,0,1,1,0,1,0,0,0,0
60000,25.17,799.0,53.3,5,5,0,0,1,1,0,1,0,0,0,0
180000,25.2,1248.0,74.0,5,6,1,0,0,1,0,1,0,0,0,0
60000,24.0,1120.0,70.0,5,6,1,0,0,1,0,1,0,0,0,0
70000,18.9,1061.0,67.0,5,14,0,0,1,1,0,1,0,1,0,0
15000,18.16,1196.0,86.8,5,3,0,0,1,1,0,1,0,0,0,0
120000,13.9,1599.0,103.2,5,13,0,0,1,1,0,1,0,1,0,0
90000,20.77,1248.0,88.76,7,9,1,0,0,1,0,1,0,0,0,0
60000,15.04,2755.0,174.5,7,3,1,0,0,1,0,0,0,0,0,0
50000,19.7,796.0,46.3,5,12,0,0,1,1,0,1,0,0,0,0
35000,19.81,1086.0,68.05,5,12,0,0,1,1,0,1,0,0,0,1
68089,19.16,2494.0,157.7,5,5,0,0,1,0,1,0,0,0,0,0
40000,20.51,998.0,67.04,5,6,0,0,1,1,0,1,0,1,0,0
116000,14.0,2498.0,112.0,7,10,1,0,0,1,0,1,0,0,0,0
43000,15.4,1497.0,117.3,7,4,0,0,1,0,0,1,0,0,0,0
43001,22.27,1498.0,108.6,5,6,1,0,0,0,0,1,0,0,0,0
70000,20.77,1248.0,88.76,7,6,1,0,0,1,0,1,0,0,0,0
112048,17.5,1298.0,85.8,5,9,0,0,1,1,0,1,0,1,0,0
158000,18.8,1248.0,90.0,5,11,1,0,0,1,0,1,0,0,0,0
79328,12.99,2494.0,100.6,7,8,1,0,0,0,1,1,0,1,0,0
50000,21.1,814.0,55.2,5,4,0,0,1,1,0,1,0,1,0,0
80000,22.32,1582.0,126.32,5,8,1,0,0,1,0,1,0,1,0,0
60000,24.0,1120.0,70.0,5,6,1,0,0,1,0,1,1,0,0,0
136000,15.96,2523.0,62.1,7,8,1,0,0,1,0,1,0,1,0,0
48698,19.67,1582.0,126.2,5,4,1,0,0,0,0,1,0,0,0,0
9000,13.6,1999.0,177.0,5,4,1,0,0,0,0,0,0,0,0,0
80000,15.3,2956.0,83.8,7,9,1,0,0,1,0,1,1,0,0,0
101903,12.05,2179.0,120.0,8,9,1,0,0,1,0,1,0,1,0,0
120000,12.99,2494.0,100.6,7,6,1,0,0,1,0,1,0,0,0,0
65285,24.7,1498.0,98.63,5,8,1,0,0,0,0,1,0,0,0,0
40000,0.0,1086.0,62.0,5,13,0,0,1,1,0,1,0,0,0,0
90000,25.2,1248.0,74.0,5,4,1,0,0,1,0,1,0,0,0,0
90000,18.5,1197.0,82.85,5,8,0,0,1,1,0,1,0,1,0,0
210000,21.9,1396.0,88.76,5,8,1,0,0,1,0,1,0,0,0,1
40000,16.1,796.0,37.0,4,13,0,0,1,1,0,1,0,1,0,0
42545,19.62,1998.0,190.0,5,10,1,0,0,0,0,0,0,0,0,0
50000,25.8,1498.0,98.6,5,8,1,0,0,1,0,1,0,0,0,0
57000,23.65,1248.0,88.5,5,6,1,0,0,0,0,1,0,0,0,0
30000,17.5,1197.0,85.8,5,9,0,0,1,1,0,1,0,0,0,0
100000,12.99,2494.0,100.57,7,8,1,0,0,1,0,1,0,1,0,0
79000,21.12,1248.0,88.8,5,10,1,0,0,1,0,1,0,0,0,0
50000,25.4,1186.0,73.97,5,4,1,0,0,1,0,1,0,0,0,0
20000,21.4,1197.0,83.1,5,4,0,0,1,1,0,1,0,0,0,0
120000,12.05,2179.0,120.0,8,13,1,0,0,1,0,1,0,1,0,0
30000,18.9,1197.0,82.0,5,5,0,0,1,1,0,1,0,1,0,0
48000,21.7,1498.0,98.96,5,8,1,0,0,0,0,1,0,1,0,0
113000,19.7,796.0,46.3,5,17,0,0,1,1,0,1,0,1,0,0
70000,22.07,1199.0,73.9,5,8,1,0,0,1,0,1,0,1,0,0
110000,13.93,2179.0,138.03,7,10,1,0,0,1,0,1,0,0,0,1
65000,20.54,1598.0,103.6,5,10,1,0,0,0,0,1,0,1,0,0
25538,16.78,1496.0,88.73,5,4,0,0,1,0,1,1,0,0,0,0
40000,25.17,799.0,53.3,5,4,0,0,1,1,0,1,0,0,0,0
23511,18.6,1197.0,81.83,5,4,0,0,1,1,0,1,0,0,0,0
40000,11.7,1796.0,178.0,5,15,0,0,1,1,0,1,0,0,0,0
120000,19.01,1461.0,108.45,5,7,1,0,0,1,0,1,0,0,0,0
70000,17.6,1496.0,88.7,5,10,0,0,1,1,0,1,0,0,0,0
120000,12.55,2982.0,168.5,7,6,1,0,0,1,0,1,0,1,0,0
33000,20.73,1373.0,91.1,5,6,0,0,1,1,0,1,0,0,0,0
10000,22.7,799.0,53.64,5,3,0,0,1,1,0,1,0,0,0,0
100000,24.2,1498.0,98.6,7,5,1,0,0,1,0,1,0,1,0,0
92000,20.77,1248.0,88.76,7,8,1,0,0,1,0,1,0,0,0,1
80000,11.57,2179.0,138.1,7,14,1,0,0,1,0,1,0,1,0,0
7500,16.78,1995.0,190.0,5,2,1,0,0,0,0,0,0,0,0,0
40000,20.3,1199.0,84.0,5,4,0,0,1,1,0,1,0,1,0,0
100000,25.8,1498.0,98.6,5,8,1,0,0,1,0,1,0,0,0,0
96000,20.77,1248.0,88.8,7,9,1,0,0,1,0,1,0,1,0,0
58000,19.7,796.0,46.3,5,12,0,0,1,1,0,1,0,0,0,0
36000,20.4,1197.0,83.11,5,6,0,0,1,1,0,1,0,0,0,0
50000,21.79,1248.0,88.73,5,7,1,0,0,1,0,1,0,1,0,0
35000,16.1,796.0,37.0,4,18,0,0,1,1,0,1,0,1,0,0
100000,15.37,1196.0,73.0,7,5,0,0,1,1,0,1,0,0,0,1
80000,17.92,1086.0,62.1,5,13,0,0,1,1,0,1,0,0,0,1
50000,20.14,1498.0,88.5,5,1,1,0,0,1,0,1,0,0,0,0
80000,18.0,995.0,62.0,5,10,0,0,1,1,0,1,0,0,0,0
250000,12.8,2494.0,102.0,8,13,1,0,0,1,0,1,0,0,0,1
62000,21.0,1498.0,74.96,7,6,1,0,0,0,0,1,0,0,0,0
58000,17.19,1197.0,81.86,5,6,0,0,1,1,0,1,0,0,0,0
120000,17.6,1496.0,88.7,5,10,0,0,1,1,0,1,0,0,0,1
1620,19.01,1462.0,103.2,6,2,0,0,1,1,0,1,0,0,0,0
123000,18.6,1197.0,85.8,5,9,0,0,1,1,0,1,0,0,0,0
147000,26.59,1248.0,74.0,5,5,1,0,0,1,0,1,0,1,0,0
120000,20.0,1399.0,68.1,5,8,1,0,0,1,0,1,0,1,0,0
27233,27.4,1498.0,98.63,5,7,1,0,0,0,0,1,0,0,0,0
75000,17.7,1497.0,78.0,5,13,0,0,1,1,0,1,0,0,0,0
150000,23.59,1364.0,67.05,5,4,1,0,0,1,0,1,0,0,0,0
80000,19.33,1968.0,138.1,5,8,1,0,0,1,0,1,0,1,0,0
80000,19.7,796.0,46.3,5,14,0,0,1,1,0,1,0,0,0,1
90000,26.59,1248.0,74.0,5,5,1,0,0,1,0,0,0,0,0,0
10000,13.8,2999.0,174.57,7,2,1,0,0,1,0,0,0,0,0,0
80000,21.9,1396.0,88.76,5,8,1,0,0,1,0,1,0,0,0,0
110000,14.1,2179.0,147.94,7,6,1,0,0,1,0,1,0,0,0,0
120000,13.4,2362.0,164.7,5,17,0,0,1,1,0,1,0,1,0,0
40000,22.0,1582.0,126.2,5,3,1,0,0,1,0,1,0,0,0,0
110000,15.96,2523.0,63.0,9,9,1,0,0,1,0,1,0,1,0,0
13000,24.7,796.0,47.3,5,3,0,0,1,1,0,1,0,0,0,0
30000,19.7,796.0,46.3,5,15,0,0,1,1,0,1,0,1,0,0
154000,19.67,1582.0,126.2,5,5,1,0,0,1,0,1,0,0,0,0
70000,19.7,796.0,46.3,5,9,0,0,1,1,0,1,0,1,0,0
10000,23.1,998.0,67.04,5,3,0,0,1,0,0,0,0,0,0,0
23712,28.09,1248.0,88.5,5,3,1,0,0,0,1,1,0,0,0,0
50000,22.54,1396.0,88.73,5,7,1,0,0,1,0,1,0,0,0,0
29500,22.48,1995.0,187.74,5,3,1,0,0,0,0,0,0,0,0,0
40000,28.09,1248.0,88.5,5,3,1,0,0,1,0,1,0,0,0,0
106000,20.8,1461.0,65.0,5,7,1,0,0,1,0,1,0,1,0,0
19723,20.3,1199.0,84.0,5,4,0,0,1,0,0,0,0,0,0,0
29700,25.1,1248.0,88.5,5,3,1,0,0,1,0,1,0,0,0,0
60000,19.7,796.0,46.3,5,12,0,0,1,1,0,1,0,0,0,1
70000,20.0,1399.0,68.0,5,10,1,0,0,1,0,1,0,0,0,0
80000,19.3,1248.0,73.9,5,13,1,0,0,1,0,1,0,1,0,0
37000,21.01,1197.0,81.8,5,4,0,0,1,0,0,1,0,0,0,0
120000,14.1,2179.0,147.94,5,5,1,0,0,1,0,1,0,0,0,0
10000,22.54,1396.0,88.76,5,2,1,0,0,1,0,1,0,0,0,0
15000,17.8,1198.0,86.7,5,3,0,0,1,1,0,1,0,0,0,0
20000,18.0,1969.0,190.0,5,2,1,0,0,1,0,0,0,0,0,0
80000,16.0,2179.0,140.0,7,5,1,0,0,1,0,0,0,1,0,0
27000,18.9,1197.0,81.86,5,4,0,0,1,1,0,1,0,0,0,0
20000,18.6,1197.0,81.83,5,4,0,0,1,1,0,1,0,0,0,0
100000,13.0,2489.0,95.0,8,12,1,0,0,1,0,1,0,1,0,0
35000,15.96,2523.0,62.1,7,5,1,0,0,1,0,1,0,0,0,0
50000,14.84,2143.0,170.0,5,9,1,0,0,1,0,0,0,0,0,0
15000,26.0,624.0,35.0,4,12,0,0,1,1,0,1,0,0,0,0
70000,18.6,1199.0,79.4,5,9,0,0,1,1,0,1,0,0,0,1
25538,16.78,1496.0,88.73,5,4,0,0,1,0,1,1,0,0,0,0
80000,25.83,1498.0,99.0,5,6,1,0,0,1,0,1,0,0,0,0
90000,23.0,1498.0,98.96,5,3,1,0,0,1,0,1,0,0,0,0
89100,23.2,1248.0,73.94,5,7,1,0,0,1,0,1,0,1,0,0
20000,28.4,1248.0,74.02,5,4,1,0,0,1,0,1,0,0,0,0
60000,20.5,1248.0,91.72,5,6,1,0,0,1,0,1,0,1,0,0
25000,17.6,2179.0,153.86,7,3,1,0,0,1,0,1,0,0,0,0
110000,20.36,1197.0,78.9,5,11,0,0,1,1,0,1,0,0,0,0
148000,20.77,1248.0,88.8,7,8,1,0,0,1,0,1,0,0,0,0
110000,20.65,1248.0,88.7,5,3,1,0,0,1,0,1,0,1,0,0
3564,23.95,998.0,67.05,5,4,0,0,1,1,0,1,0,0,0,0
143000,17.5,1298.0,85.8,5,11,0,0,1,1,0,1,0,0,0,0
24000,23.95,998.0,67.05,5,6,0,0,1,1,0,1,0,0,0,0
50000,15.0,1586.0,104.68,5,11,0,0,1,1,0,1,0,0,0,0
90000,22.9,1248.0,74.0,5,8,1,0,0,1,0,1,0,1,0,0
40000,23.0,1498.0,98.96,5,3,1,0,0,1,0,1,0,0,0,0
80000,21.1,814.0,55.2,5,10,0,0,1,1,0,1,0,1,0,0
45000,23.95,998.0,67.1,5,4,0,0,1,1,0,1,0,0,0,0
80000,10.5,2179.0,120.0,7,15,1,0,0,1,0,1,0,1,0,0
163000,17.8,1399.0,68.0,5,11,1,0,0,1,0,1,0,0,0,0
40000,17.01,1499.0,110.4,5,6,0,0,1,1,0,0,0,0,0,0
39500,20.52,1197.0,81.8,5,4,0,0,1,1,0,1,0,0,0,0
9000,13.6,1999.0,177.0,5,4,1,0,0,0,0,0,0,0,0,0
110000,11.57,2179.0,138.1,7,12,1,0,0,1,0,1,0,0,0,0
30000,14.99,1498.0,104.5,5,3,0,0,1,1,0,0,0,0,0,0
42000,18.6,1368.0,98.63,5,3,0,0,1,1,0,0,0,0,0,0
7032,19.0,1199.0,88.76,5,2,0,0,1,0,1,0,0,0,0,0
40000,18.9,1197.0,82.0,5,5,0,0,1,1,0,1,0,0,0,0
26300,23.84,1199.0,84.0,5,3,0,0,1,1,0,1,0,0,0,0
120000,17.88,1396.0,52.8,5,12,1,0,0,1,0,1,0,1,0,0
70000,13.45,1086.0,62.1,5,9,0,1,0,1,0,1,0,1,0,0
50000,18.2,1199.0,82.4,5,6,0,0,1,1,0,1,0,0,0,0
70000,20.36,1197.0,78.9,5,10,0,0,1,1,0,1,0,0,0,0
77150,17.01,1582.0,126.2,5,5,1,0,0,0,0,0,0,0,0,0
90000,19.3,1248.0,73.9,5,10,1,0,0,1,0,1,0,1,0,0
21000,12.83,1999.0,148.31,7,2,1,0,0,0,0,0,0,0,0,0
20000,12.55,2982.0,168.5,7,6,1,0,0,1,0,1,0,0,0,0
72200,10.8,2497.0,150.0,5,11,0,0,1,0,0,0,0,1,0,0
39000,17.4,1497.0,117.3,5,6,0,0,1,0,0,1,0,0,0,0
110000,18.49,1493.0,100.0,7,5,1,0,0,1,0,1,0,0,0,0
58343,21.79,998.0,67.05,5,8,0,0,1,0,1,1,0,0,0,0
50000,20.4,1197.0,83.11,5,6,0,0,1,1,0,1,0,1,0,0
35000,23.01,999.0,67.0,5,4,0,0,1,1,0,1,0,0,0,0
7032,19.0,1199.0,88.76,5,2,0,0,1,0,1,0,0,0,0,0
66444,26.2,998.0,58.2,5,11,0,1,0,1,0,1,0,0,0,0
190000,12.99,2494.0,100.6,7,6,1,0,0,1,0,1,0,0,0,0
10500,18.15,1198.0,82.0,6,3,0,0,1,1,0,1,0,0,0,0
200000,22.07,1199.0,73.9,5,9,1,0,0,1,0,1,0,0,0,0
9000,13.6,1999.0,177.0,5,4,1,0,0,0,0,0,0,0,0,0
35000,17.71,1197.0,78.9,5,4,0,0,1,1,0,1,0,0,0,0
43000,27.4,1498.0,98.63,5,3,1,0,0,1,0,1,0,0,0,0
50000,24.52,1248.0,88.5,7,4,1,0,0,1,0,1,0,0,0,0
84487,15.1,2179.0,140.0,7,9,1,0,0,1,0,1,1,0,0,0
178000,20.4,1248.0,91.7,5,11,1,0,0,1,0,1,0,1,0,0
100000,15.0,1896.0,105.0,5,11,1,0,0,1,0,1,0,0,0,0
58343,21.79,998.0,67.05,5,8,0,0,1,0,1,1,0,0,0,0
10000,24.0,1199.0,83.81,5,2,0,0,1,1,0,1,0,0,0,0
100000,17.57,1193.0,88.7,5,2,0,0,1,1,0,1,0,0,0,0
90000,22.9,1248.0,74.0,5,7,1,0,0,1,0,1,0,0,0,0
70000,26.21,1248.0,88.5,5,6,1,0,0,1,0,1,0,0,0,0
30000,25.17,799.0,53.3,5,3,0,0,1,1,0,1,0,0,0,0
80000,15.96,2523.0,62.1,7,6,1,0,0,1,0,1,0,1,0,0
120000,19.4,1405.0,70.0,5,10,1,0,0,1,0,1,0,0,0,0
7000,21.04,1461.0,83.8,8,5,1,0,0,0,0,1,0,0,0,0
50000,19.4,1198.0,86.8,5,9,0,0,1,1,0,1,0,1,0,0
222300,22.07,1199.0,73.9,5,10,1,0,0,1,0,1,0,0,0,0
110000,22.54,1396.0,88.73,5,7,1,0,0,1,0,1,0,0,0,0
110000,15.7,1172.0,67.0,5,12,0,0,1,1,0,1,0,1,0,0
20000,20.89,1197.0,81.8,5,2,0,0,1,1,0,0,0,0,0,0
20000,22.37,2487.0,214.56,5,2,0,0,1,0,0,0,0,0,0,0
40000,10.75,2694.0,163.7,8,1,0,0,1,1,0,0,0,0,0,0
25000,20.3,1086.0,68.0,5,2,0,0,1,1,0,0,1,0,0,0
60000,22.9,1248.0,74.0,5,8,1,0,0,1,0,1,0,0,0,0
110000,15.3,1193.0,65.3,5,8,0,0,1,1,0,1,0,1,0,0
25000,17.57,1193.0,88.7,5,5,0,0,1,1,0,1,0,0,0,0
80000,20.51,998.0,67.06,5,7,0,0,1,1,0,1,0,0,0,0
5000,18.0,1497.0,117.6,5,2,0,0,1,1,0,0,0,0,0,0
155000,25.0,1396.0,69.01,5,4,1,0,0,1,0,1,0,0,0,0
120000,15.1,2179.0,140.0,7,7,1,0,0,1,0,1,0,0,0,0
65000,17.92,1086.0,62.1,5,8,0,0,1,1,0,1,0,0,0,0
110000,19.4,1198.0,86.8,5,9,0,0,1,1,0,1,0,0,0,0
90000,21.64,1461.0,84.8,5,9,1,0,0,1,0,1,0,0,0,0
58000,16.1,796.0,37.0,4,18,0,0,1,1,0,1,0,0,0,0
121941,12.8,2494.0,102.0,8,10,1,0,0,0,0,1,0,0,0,0
150000,18.9,1061.0,67.0,5,12,0,0,1,1,0,1,0,1,0,0
90000,24.3,1248.0,88.5,5,4,1,0,0,1,0,1,0,0,0,0
69000,25.6,1498.0,97.9,5,4,1,0,0,0,0,1,0,0,0,0
112072,21.64,1461.0,84.8,5,9,1,0,0,1,0,1,0,0,0,0
126000,12.8,2494.0,102.0,8,13,1,0,0,1,0,1,0,0,0,1
11000,14.3,1598.0,103.5,5,5,0,0,1,0,0,0,0,0,0,0
58000,17.6,2179.0,153.86,7,4,1,0,0,0,0,0,0,0,0,0
17000,9.5,3604.0,280.0,5,4,0,0,1,1,0,0,0,0,0,0
147500,12.8,2494.0,102.0,7,14,1,0,0,1,0,1,0,1,0,0
90000,16.8,1493.0,110.0,5,14,1,0,0,1,0,1,1,0,0,0
50000,18.6,1199.0,76.8,5,6,0,0,1,1,0,1,0,0,0,0
5000,17.8,1493.0,113.4,5,1,1,0,0,0,0,0,0,0,0,0
125000,22.77,1498.0,98.59,5,5,1,0,0,1,0,1,0,0,0,0
35000,20.51,998.0,67.04,5,4,0,0,1,1,0,1,0,0,0,0
135000,24.4,1120.0,71.01,5,6,1,0,0,1,0,1,0,1,0,0
35000,15.0,1368.0,90.0,5,10,0,0,1,1,0,1,0,0,0,0
60000,22.15,1498.0,108.6,5,5,1,0,0,1,0,0,0,0,0,0
70000,13.2,1495.0,94.0,5,12,0,0,1,1,0,1,0,0,0,1
70000,13.93,2179.0,138.1,7,14,1,0,0,1,0,1,0,1,0,0
186388,14.8,1298.0,80.0,8,24,0,0,1,1,0,1,0,1,0,0
35000,18.2,1061.0,64.0,5,14,0,0,1,1,0,1,0,0,0,0
25000,23.84,1199.0,84.0,5,2,0,0,1,1,0,1,0,0,0,0
5000,25.1,1248.0,88.5,5,3,1,0,0,1,0,1,0,0,0,0
50000,22.9,1248.0,74.0,5,9,1,0,0,1,0,1,0,1,0,0
10000,19.0,1194.0,94.68,5,2,0,0,1,1,0,1,0,0,0,0
45000,19.33,1999.0,177.0,5,4,1,0,0,0,0,0,0,0,0,0
23456,18.9,1197.0,82.0,5,4,0,0,1,0,0,1,0,0,0,0
100000,23.0,1396.0,90.0,5,10,1,0,0,1,0,1,0,1,0,0
106000,17.3,993.0,60.0,5,15,0,0,1,1,0,1,0,1,0,0
8500,16.78,1995.0,190.0,5,2,1,0,0,0,0,0,0,0,0,0
70000,26.6,998.0,58.16,5,3,0,0,0,1,0,1,0,0,0,0
70000,25.2,1248.0,74.0,5,7,1,0,0,1,0,1,0,1,0,0
20000,22.37,2487.0,214.56,5,2,0,0,1,0,0,0,0,0,0,0
137000,18.5,796.0,53.0,5,20,0,0,1,1,0,1,0,0,0,0
84000,16.0,995.0,60.0,5,14,0,1,0,1,0,1,0,0,0,1
90000,15.42,1405.0,70.0,7,9,1,0,0,1,0,1,0,1,0,0
50000,18.9,1061.0,67.0,5,12,0,0,1,1,0,1,0,1,0,0
50000,18.6,1197.0,81.83,5,5,0,0,1,1,0,1,0,0,0,0
35000,22.32,1582.0,126.32,5,10,1,0,0,1,0,1,0,1,0,0
27000,17.05,1995.0,184.0,5,3,1,0,0,0,0,0,0,0,0,0
125000,19.3,1248.0,73.9,5,10,1,0,0,1,0,1,0,0,0,0
120000,11.68,2498.0,112.0,7,8,1,0,0,1,0,1,0,1,0,0
110000,19.4,1405.0,70.0,5,8,1,0,0,1,0,1,0,0,0,0
30000,22.7,799.0,53.64,5,4,0,0,1,1,0,1,0,0,0,0
90000,17.5,1298.0,85.8,5,12,0,0,1,1,0,1,0,0,0,1
44500,20.46,1461.0,83.8,5,8,1,0,0,1,0,1,0,1,0,0
120000,17.88,1396.0,52.8,5,14,1,0,0,1,0,1,0,0,0,1
25000,17.6,2179.0,147.94,7,3,1,0,0,1,0,1,0,0,0,0
64000,17.8,1399.0,67.0,5,9,1,0,0,1,0,1,0,1,0,0
35000,15.96,2523.0,62.1,7,4,1,0,0,1,0,1,0,0,0,0
20000,17.4,1197.0,81.86,5,2,0,0,1,1,0,0,0,0,0,0
30000,21.19,1396.0,88.76,5,3,1,0,0,1,0,1,0,0,0,0
10000,19.83,1198.0,67.0,5,3,0,0,1,1,0,1,0,0,0,0
5621,22.0,1197.0,81.8,5,2,0,0,1,0,1,0,0,0,0,0
86000,19.01,1461.0,108.45,5,9,1,0,0,1,0,1,0,0,0,0
40000,20.63,1198.0,67.0,5,5,0,0,1,0,0,1,0,0,0,0
60000,15.96,2523.0,62.1,7,7,1,0,0,1,0,1,0,0,0,0
50000,24.0,1186.0,73.97,5,4,1,0,0,1,0,1,0,0,0,0
8576,18.7,1199.0,88.7,5,3,0,0,1,0,0,1,0,0,0,0
72000,26.0,1498.0,98.6,5,7,1,0,0,0,0,1,0,0,0,0
10000,21.21,1197.0,81.8,5,2,0,0,1,1,0,0,0,0,0,0
32000,24.3,1248.0,88.5,5,4,1,0,0,0,0,1,0,0,0,0
65000,22.74,796.0,47.3,5,5,0,0,1,1,0,1,0,1,0,0
32500,28.4,1248.0,74.02,5,4,1,0,0,1,0,1,0,1,0,0
8500,16.78,1995.0,190.0,5,2,1,0,0,0,0,0,0,0,0,0
60000,27.28,1047.0,69.0,5,5,1,0,0,1,0,1,0,0,0,0
75010,13.73,1995.0,148.0,5,8,1,0,0,0,0,0,0,0,0,0
280000,14.8,1998.0,68.0,5,21,1,0,0,1,0,1,0,1,0,0
110000,17.8,1399.0,68.0,5,11,1,0,0,1,0,1,0,0,0,1
120000,13.58,2499.0,72.4,10,6,1,0,0,1,0,1,0,0,0,0
140000,16.0,2179.0,140.0,7,6,1,0,0,1,0,1,0,0,0,0
80000,9.0,2997.0,218.0,5,16,0,0,1,1,0,0,0,1,0,0
70000,25.8,1498.0,98.6,5,4,1,0,0,1,0,1,0,1,0,0
30154,25.2,1248.0,74.0,5,5,1,0,0,1,0,1,0,0,0,0
15000,19.7,796.0,46.3,5,10,0,0,1,1,0,1,0,0,0,1
120000,23.59,1364.0,67.04,5,7,1,0,0,1,0,1,0,1,0,0
9000,13.6,1999.0,177.0,5,4,1,0,0,0,0,0,0,0,0,0
112000,20.0,1399.0,68.0,5,10,1,0,0,1,0,1,0,1,0,0
40000,18.6,1199.0,79.4,5,11,0,0,1,1,0,1,0,1,0,0
10000,25.17,799.0,53.3,5,5,0,0,1,1,0,1,0,0,0,0
70000,23.03,1396.0,69.0,5,10,1,0,0,1,0,1,0,0,0,0
30000,17.5,1298.0,85.8,5,9,0,0,1,1,0,1,0,0,0,0
30000,15.6,1196.0,70.0,5,11,0,0,1,1,0,1,0,0,0,0
120000,20.77,1248.0,88.76,7,8,1,0,0,1,0,1,0,0,0,1
60000,22.3,1248.0,74.0,5,9,1,0,0,1,0,1,0,0,0,0
60000,18.16,1196.0,86.8,5,5,0,0,1,1,0,1,0,0,0,0
110000,19.67,1582.0,126.2,5,5,1,0,0,1,0,1,0,0,0,0
25000,20.73,1373.0,91.1,5,3,0,0,1,1,0,1,0,0,0,0
17000,9.5,3604.0,280.0,5,4,0,0,1,1,0,0,0,0,0,0
5000,22.05,796.0,47.3,5,1,0,0,1,1,0,1,0,0,0,0
74000,24.4,1120.0,71.0,5,6,1,0,0,1,0,1,0,1,0,0
21000,18.9,1197.0,81.86,5,8,0,0,1,1,0,1,0,0,0,0
20000,23.0,1498.0,98.96,5,3,1,0,0,1,0,1,0,0,0,0
19000,23.0,1498.0,98.96,5,3,1,0,0,1,0,1,0,0,0,0
30000,15.4,1497.0,117.3,7,4,0,0,1,0,0,0,0,0,0,0
60000,25.0,1396.0,69.0,5,9,1,0,0,1,0,1,0,0,0,0
70000,19.7,796.0,46.3,5,13,0,0,1,1,0,1,0,0,0,1
60000,23.65,1248.0,88.5,5,4,1,0,0,1,0,1,0,0,0,0
50000,17.71,1197.0,78.9,5,4,0,0,1,1,0,1,0,0,0,0
63000,15.3,2956.0,83.83,7,3,1,0,0,1,0,1,0,0,0,0
69000,19.87,1461.0,83.8,5,7,1,0,0,0,0,1,0,0,0,0
68609,22.7,1498.0,89.84,5,5,1,0,0,0,0,1,0,0,0,0
120000,19.3,1248.0,73.9,5,12,1,0,0,1,0,1,0,1,0,0
12000,17.1,1956.0,170.0,5,4,1,0,0,1,0,1,0,0,0,0
150546,22.0,1197.0,81.8,5,6,0,0,1,0,0,1,0,0,0,0
35000,28.4,1248.0,74.0,5,4,1,0,0,1,0,1,0,0,0,0
60000,15.0,1396.0,100.0,5,12,0,0,1,1,0,0,0,1,0,0
68609,22.7,1498.0,89.84,5,5,1,0,0,0,0,1,0,0,0,0
96000,16.1,796.0,37.0,4,16,0,0,1,1,0,1,1,0,0,0
110000,24.3,1248.0,88.5,5,4,1,0,0,1,0,1,0,0,0,0
125000,22.32,1582.0,126.32,5,7,1,0,0,1,0,0,0,0,0,0
7720,20.0,999.0,71.0,7,2,0,0,1,1,0,1,0,0,0,0
58000,27.39,1248.0,74.0,5,5,1,0,0,1,0,1,0,0,0,0
